date,01_electricity_bus_shortage_output1,01_pellet_bus_shortage_output1,01_pv_bus_excess_input1,01_hp_electricity_bus_shortage_output1,01_thermal_storage_input1,01_thermal_storage_output1,01_thermal_storage_capacity,01_pv_to_01_electricity_link_input1,01_pv_to_01_electricity_link_output1,01_electricity_to_01_hp_electricity_bus_input1,01_electricity_to_01_hp_electricity_bus_output1,01_heat_without_storage_to_01_heat_input1,01_heat_without_storage_to_01_heat_output1,01_electricity_sink_input1,01_heat_sink_input1,01_heat_storage_to_01_heat_input1,01_heat_storage_to_01_heat_output1,01_electricheating_transformer_input1,01_electricheating_transformer_output1,01_pelletheating_transformer_input1,01_pelletheating_transformer_output1,01_GCHP_transformer_input1,01_GCHP_transformer_input2,01_GCHP_transformer_output1,01_photovoltaic_electricity_source_output1,01_solar_thermal_source_input1,01_solar_thermal_source_input2,01_solar_thermal_source_output1
2012-01-03 12:00:00,0.5022029,1.8931256,0.0,0.62764895,0.0,0.0,1.0602473,0.02004872,0.02004872,0.0,0.0,4.4135485,4.4135485,0.5222516208788854,4.413548471553394,0.0,0.0,0.0,0.0,1.8931256,1.7038131,0.62764895,2.0820864,2.7097354,0.02004872,0.0,0.0,0.0
2012-01-03 13:00:00,0.51741707,1.8699938,0.0,0.62764895,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,4.3927298,4.3927298,0.5174170675833193,4.392729846687577,0.0,0.0,0.0,0.0,1.8699938,1.6829945,0.62764895,2.0820864,2.7097354,0.0,0.0,0.0,0.0
2012-01-03 14:00:00,0.46088076,2.0087847,0.0,0.62764895,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,4.5176416,4.5176416,0.460880762515335,4.517641595882484,0.0,0.0,0.0,0.0,2.0087847,1.8079062,0.62764895,2.0820864,2.7097354,0.0,0.0,0.0,0.0
2012-01-03 15:00:00,0.41880816,2.2285368,0.0,0.62764895,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,4.7154185,4.7154185,0.4188081623481354,4.715418532107754,0.0,0.0,0.0,0.0,2.2285368,2.0056831,0.62764895,2.0820864,2.7097354,0.0,0.0,0.0,0.0
2012-01-03 16:00:00,0.42036641,2.5292503,0.0,0.62764895,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,4.9860607,4.9860607,0.4203664067987724,4.986060655363387,0.0,0.0,0.0,0.0,2.5292503,2.2763253,0.62764895,2.0820864,2.7097354,0.0,0.0,0.0,0.0
2012-01-03 17:00:00,0.5141008,2.8877933,0.0,0.62764895,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,5.3087493,5.3087493,0.5141008037524765,5.308749340783564,0.0,0.0,0.0,0.0,2.8877933,2.5990139,0.62764895,2.0820864,2.7097354,0.0,0.0,0.0,0.0
2012-01-03 18:00:00,0.66401191,3.03815,0.0,0.62764895,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,5.4440704,5.4440704,0.6640119109009408,5.444070402411381,0.0,0.0,0.0,0.0,3.03815,2.734335,0.62764895,2.0820864,2.7097354,0.0,0.0,0.0,0.0
2012-01-03 19:00:00,0.74747788,3.0844136,0.0,0.62764895,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,5.4857077,5.4857077,0.747477876474806,5.485707652143016,0.0,0.0,0.0,0.0,3.0844136,2.7759723,0.62764895,2.0820864,2.7097354,0.0,0.0,0.0,0.0
2012-01-03 20:00:00,0.67220268,2.806832,0.0,0.62764895,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,5.2358842,5.2358842,0.6722026830132636,5.235884153753201,0.0,0.0,0.0,0.0,2.806832,2.5261488,0.62764895,2.0820864,2.7097354,0.0,0.0,0.0,0.0
2012-01-03 21:00:00,0.56324544,2.0550483,0.0,0.62764895,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,4.5592788,4.5592788,0.5632454364264132,4.55927884561412,0.0,0.0,0.0,0.0,2.0550483,1.8495435,0.62764895,2.0820864,2.7097354,0.0,0.0,0.0,0.0
2012-01-03 22:00:00,0.46615482,0.4473878,0.0,0.62764895,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,3.1123844,3.1123844,0.4661548206559526,3.1123844174397757,0.0,0.0,0.0,0.0,0.4473878,0.40264902,0.62764895,2.0820864,2.7097354,0.0,0.0,0.0,0.0
2012-01-03 23:00:00,0.34517112,0.0,0.0,0.52561586,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,2.2692301,2.2692301,0.3451711233090575,2.269230110374151,0.0,0.0,0.0,0.0,0.0,0.0,0.52561586,1.7436143,2.2692301,0.0,0.0,0.0,0.0
2012-01-04 00:00:00,0.23297752,0.0,0.0,0.53599004,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,2.3140183,2.3140183,0.23297752286319187,2.31401834900755,0.0,0.0,0.0,0.0,0.0,0.0,0.53599004,1.7780283,2.3140183,0.0,0.0,0.0,0.0
2012-01-04 01:00:00,0.17240576,0.0,0.0,0.56897404,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,2.4564195,2.4564195,0.1724057642179168,2.4564194781772453,0.0,0.0,0.0,0.0,0.0,0.0,0.56897404,1.8874454,2.4564195,0.0,0.0,0.0,0.0
2012-01-04 02:00:00,0.15802197,0.0,0.0,0.59371205,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,2.5632203,2.5632203,0.15802196928895967,2.563220325054517,0.0,0.0,0.0,0.0,0.0,0.0,0.59371205,1.9695083,2.5632203,0.0,0.0,0.0,0.0
2012-01-04 03:00:00,0.15386665,0.25913475,0.0,0.62764895,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,2.9429567,2.9429567,0.1538666507539276,2.942956669507038,0.0,0.0,0.0,0.0,0.25913475,0.23322128,0.62764895,2.0820864,2.7097354,0.0,0.0,0.0,0.0
2012-01-04 04:00:00,0.15634386,1.3139579,0.0,0.62764895,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,3.8922975,3.8922975,0.15634385988058136,3.8922975306383405,0.0,0.0,0.0,0.0,1.3139579,1.1825621,0.62764895,2.0820864,2.7097354,0.0,0.0,0.0,0.0
2012-01-04 05:00:00,0.18714915,3.3840484,0.0,0.62764895,0.0,0.0,1.0602473,0.0,0.0,0.0,0.0,5.755379,5.755379,0.18714915402009788,5.755378970608522,0.0,0.0,0.0,0.0,3.3840484,3.0456436,0.62764895,2.0820864,2.7097354,0.0,0.0,0.0,0.0
