date,01_electricity_bus_shortage_output1,01_pellet_bus_shortage_output1,01_pv_bus_excess_input1,01_pv_to_01_electricity_link_input1,01_pv_to_01_electricity_link_output1,01_thermal_storage_input1,01_thermal_storage_output1,01_thermal_storage_capacity,01_electricity_to_01_hp_electricity_bus_input1,01_electricity_to_01_hp_electricity_bus_output1,01_heat_without_storage_to_01_heat_input1,01_heat_without_storage_to_01_heat_output1,01_heat_storage_to_01_heat_input1,01_heat_storage_to_01_heat_output1,01_electricity_sink_input1,01_heat_sink_input1,01_pelletheating_transformer_input1,01_pelletheating_transformer_output1,01_GCHP_transformer_input1,01_GCHP_transformer_input2,01_GCHP_transformer_output1,01_photovoltaic_electricity_source_output1,01_solar_thermal_source_input1,01_solar_thermal_source_input2,01_solar_thermal_source_output1
2012-01-02 18:00:00,0.66401191,4.9958072,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,4.4962264,4.4962264,0.0,0.0,0.6640119109009408,4.496226445037023,4.9958072,4.4962264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 19:00:00,0.74747788,5.034016,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,4.5306144,4.5306144,0.0,0.0,0.747477876474806,4.5306144101998305,5.034016,4.5306144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 20:00:00,0.67220268,4.8047629,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,4.3242866,4.3242866,0.0,0.0,0.6722026830132636,4.324286619222987,4.8047629,4.3242866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 21:00:00,0.56324544,4.1838691,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,3.7654822,3.7654822,0.0,0.0,0.5632454364264132,3.765482185327373,4.1838691,3.7654822,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 22:00:00,0.46615482,2.8561116,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,2.5705004,2.5705004,0.0,0.0,0.4661548206559526,2.5705003959198276,2.8561116,2.5705004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02 23:00:00,0.34517112,2.0823823,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,1.8741441,1.8741441,0.0,0.0,0.3451711233090575,1.874144101372985,2.0823823,1.8741441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 00:00:00,0.23297752,2.255351,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,2.0298159,2.0298159,0.0,0.0,0.23297752286319187,2.029815924417245,2.255351,2.0298159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 01:00:00,0.17240576,2.3941419,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,2.1547277,2.1547277,0.0,0.0,0.1724057642179168,2.1547276736121526,2.3941419,2.1547277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 02:00:00,0.15802197,2.498235,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,2.2484115,2.2484115,0.0,0.0,0.15802196928895967,2.248411485508333,2.498235,2.2484115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03 03:00:00,0.15386665,2.8683439,0.0,0.0,0.0,0.0,0.0,1.2119243,-0.0,0.0,2.5815095,2.5815095,0.0,0.0,0.1538666507539276,2.5815094833614194,2.8683439,2.5815095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
