date,01_electricity_bus_shortage_output1,01_pellet_bus_shortage_output1,01_pv_bus_excess_input1,01_thermal_storage_input1,01_thermal_storage_output1,01_thermal_storage_capacity,01_pv_to_01_electricity_link_input1,01_pv_to_01_electricity_link_output1,01_electricity_to_01_hp_electricity_bus_input1,01_electricity_to_01_hp_electricity_bus_output1,01_electricity_sink_input1,01_heat_sink_input1,01_heat_without_storage_to_01_heat_input1,01_heat_without_storage_to_01_heat_output1,01_heat_storage_to_01_heat_input1,01_heat_storage_to_01_heat_output1,01_pelletheating_transformer_input1,01_pelletheating_transformer_output1,01_GCHP_transformer_input1,01_GCHP_transformer_input2,01_GCHP_transformer_output1,01_photovoltaic_electricity_source_output1,01_solar_thermal_source_input1,01_solar_thermal_source_input2,01_solar_thermal_source_output1
2012-01-04 22:00:00,0.5773895,0.0,0.0,0.0,0.64578494,10.73856,0.0,0.0,-0.0,0.0,0.5773895014398879,0.645784944343723,0.0,0.0,0.64578494,0.64578494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04 23:00:00,0.44781548,0.0,0.0,0.0,0.31132304,10.420884,0.0,0.0,-0.0,0.0,0.44781548212153227,0.31132303505821174,0.0,0.0,0.31132304,0.31132304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-05 00:00:00,0.2660203,0.0,0.0,0.0,1.0202202,9.3798427,0.0,0.0,-0.0,0.0,0.2660202962138795,1.0202202247215648,0.0,0.0,1.0202202,1.0202202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-05 01:00:00,0.19645867,0.0,0.0,0.0,1.1058331,8.2514416,0.0,0.0,-0.0,0.0,0.19645866573800624,1.1058331107121857,0.0,0.0,1.1058331,1.1058331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-05 02:00:00,0.17696063,0.0,0.0,0.0,1.1843116,7.0429604,0.0,0.0,-0.0,0.0,0.17696063261208655,1.1843115895369216,0.0,0.0,1.1843116,1.1843116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-05 03:00:00,0.17224594,0.0,0.0,0.0,1.419747,5.5942389,0.0,0.0,-0.0,0.0,0.1722459442742617,1.419747026011129,0.0,0.0,1.419747,1.419747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-05 04:00:00,0.17608162,0.0,0.0,0.0,2.1331877,3.4175168,0.0,0.0,-0.0,0.0,0.17608162292198362,2.1331877425996355,0.0,0.0,2.1331877,2.1331877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-05 05:00:00,0.21032305,2.4694974,0.0,0.0,1.6514354,1.7323785,0.0,0.0,-0.0,0.0,0.21032304585008435,3.8739830910755924,2.2225476,2.2225476,1.6514354,1.6514354,2.4694974,2.2225476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-05 06:00:00,0.37122177,5.4459308,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.3712217741248354,4.901337722963042,4.9013377,4.9013377,0.0,0.0,5.4459308,4.9013377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-05 07:00:00,0.56057067,4.5758696,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.5182960772734223,4.822859244138306,4.1182827,4.1182827,0.70457659,0.70457659,4.5758696,4.1182827,0.0,0.0,0.0,0.0,0.042274595,0.74165957,0.70457659
2012-01-05 08:00:00,0.56356544,4.3090541,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.5492611913565939,4.116552934715685,3.8781487,3.8781487,0.23840421,0.23840421,4.3090541,3.8781487,0.0,0.0,0.0,0.0,0.014304252,0.2509518,0.23840421
2012-01-05 09:00:00,0.0,0.0,1.8059811,1.5844242,0.0,3.3168027,1.5075611,1.5075611,0.8692277,0.8692277,0.5432679434695283,3.752698169255546,3.7526982,3.7526982,0.0,0.0,0.0,0.0,0.8692277,2.8834705,3.7526982,3.3135422,0.095065452,1.6678149,1.5844242
2012-01-05 10:00:00,0.0,0.0,2.2420829,1.9663837,0.0,5.2831864,1.4321501,1.4321501,0.78660149,0.78660149,0.5275656340054168,3.395977810961293,3.3959778,3.3959778,0.0,0.0,0.0,0.0,0.78660149,2.6093763,3.3959778,3.674233,0.11798302,2.0698775,1.9663837
2012-01-05 11:00:00,0.0,0.0,2.4927362,2.026184,0.0,7.3093704,1.3729391,1.3729391,0.718848,0.718848,0.5325200522587243,3.103467117160005,3.1034671,3.1034671,0.0,0.0,0.0,0.0,0.718848,2.3846191,3.1034671,3.8656753,0.12157104,2.1328253,2.026184
2012-01-05 12:00:00,0.0,0.0,2.4166197,1.9294901,0.0,9.2388605,1.3993335,1.3993335,0.68579752,0.68579752,0.5977665442559105,2.960778973842304,2.960779,2.960779,0.0,0.0,0.0,0.0,0.68579752,2.2749815,2.960779,3.8159532,0.11576941,2.0310422,1.9294901
2012-01-05 13:00:00,0.0,0.0,1.947155,1.5076725,0.0,10.746533,1.3367594,1.3367594,0.66431471,0.66431471,0.5819843248199713,2.8680316806857973,2.8680317,2.8680317,0.0,0.0,0.0,0.0,0.66431471,2.203717,2.8680317,3.2839144,0.090460352,1.5870237,1.5076725
2012-01-05 14:00:00,0.0,0.0,1.6214305,0.0,0.0,10.746533,1.1659064,1.1659064,0.65935713,0.65935713,0.5065493114147739,2.8466284591881426,2.8466285,2.8466285,0.0,0.0,0.0,0.0,0.65935713,2.1872713,2.8466285,2.7873369,0.0,0.0,0.0
2012-01-05 15:00:00,0.20895226,0.017483833,0.0,0.0,2.9450435,7.7413866,0.2442971,0.2442971,-0.0,0.0,0.4532493602058049,2.960778973842304,0.01573545,0.01573545,2.9450435,2.9450435,0.017483833,0.01573545,0.0,0.0,0.0,0.2442971,0.0,0.0,0.0
2012-01-05 16:00:00,0.42408222,0.23151605,0.0,0.0,2.9450435,4.7362401,0.0,0.0,-0.0,0.0,0.424082220488753,3.153407967321201,0.20836444,0.20836444,2.9450435,2.9450435,0.23151605,0.20836444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-05 17:00:00,0.46479635,0.52621853,0.0,0.0,2.9437844,1.7323785,0.0,0.0,-0.0,0.0,0.46479635113488443,3.417381032458948,0.47359668,0.47359668,2.9437844,2.9437844,0.52621853,0.47359668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-05 18:00:00,0.57874797,4.0983206,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.578747970960956,3.688488504762581,3.6884885,3.6884885,0.0,0.0,4.0983206,3.6884885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-05 19:00:00,0.68678625,4.3836968,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.6867862528717896,3.9453271627344435,3.9453272,3.9453272,0.0,0.0,4.3836968,3.9453272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-05 20:00:00,0.67144354,4.2410087,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.671443538280902,3.816907833748512,3.8169078,3.8169078,0.0,0.0,4.2410087,3.8169078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-05 21:00:00,0.62309801,3.7495273,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.6230980053252404,3.3745745894636374,3.3745746,3.3745746,0.0,0.0,3.7495273,3.3745746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-05 22:00:00,0.54210925,2.4732612,0.0,0.0,0.0,1.7323785,0.0,0.0,-0.0,0.0,0.542109248878029,2.2259350357561414,2.225935,2.225935,0.0,0.0,2.4732612,2.225935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-05 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
