date,01_electricity_bus_shortage_output1,01_pellet_bus_shortage_output1,01_pv_bus_excess_input1,01_pv_to_01_electricity_link_input1,01_pv_to_01_electricity_link_output1,01_electricity_to_01_hp_electricity_bus_input1,01_electricity_to_01_hp_electricity_bus_output1,01_electricity_sink_input1,01_heat_sink_input1,01_pelletheating_transformer_input1,01_pelletheating_transformer_output1,01_GCHP_transformer_input1,01_GCHP_transformer_input2,01_GCHP_transformer_output1,01_photovoltaic_electricity_source_output1
2012-01-05 19:00:00,0.85848282,5.6361995,0.0,0.0,0.0,-0.0,0.0,0.858482816089737,5.072579520747557,5.6361995,5.0725795,0.0,0.0,0.0,0.0
2012-01-05 20:00:00,0.83930442,5.3795225,0.0,0.0,0.0,-0.0,0.0,0.8393044228511274,4.841570206709717,5.3795225,4.8415702,0.0,0.0,0.0,0.0
2012-01-05 21:00:00,0.77887251,4.6843555,0.0,0.0,0.0,-0.0,0.0,0.7788725066565506,4.215919981190569,4.6843555,4.21592,0.0,0.0,0.0,0.0
2012-01-05 22:00:00,0.67763656,3.1977678,0.0,0.0,0.0,-0.0,0.0,0.6776365610975362,2.8779910373880826,3.1977678,2.877991,0.0,0.0,0.0,0.0
2012-01-05 23:00:00,0.5007858,2.3314829,0.0,0.0,0.0,-0.0,0.0,0.5007858046967126,2.0983346025103744,2.3314829,2.0983346,0.0,0.0,0.0,0.0
2012-01-06 00:00:00,0.33252537,2.0430873,0.0,0.0,0.0,-0.0,0.0,0.33252537026734935,1.8387785250671755,2.0430873,1.8387785,0.0,0.0,0.0,0.0
2012-01-06 01:00:00,0.24557333,2.1688157,0.0,0.0,0.0,-0.0,0.0,0.24557333217250782,1.9519341266097712,2.1688157,1.9519341,0.0,0.0,0.0,0.0
2012-01-06 02:00:00,0.22120079,2.263112,0.0,0.0,0.0,-0.0,0.0,0.2212007907651082,2.036800827766718,2.263112,2.0368008,0.0,0.0,0.0,0.0
2012-01-06 03:00:00,0.21530743,2.5983879,0.0,0.0,0.0,-0.0,0.0,0.21530743034282715,2.338549098546972,2.5983879,2.3385491,0.0,0.0,0.0,0.0
2012-01-06 04:00:00,0.22010203,3.4365775,0.0,0.0,0.0,-0.0,0.0,0.22010202865247955,3.0929197754976085,3.4365775,3.0929198,0.0,0.0,0.0,0.0
2012-01-06 05:00:00,0.26290381,5.0815247,0.0,0.0,0.0,-0.0,0.0,0.26290380731260543,4.573372229013232,5.0815247,4.5733722,0.0,0.0,0.0,0.0
2012-01-06 06:00:00,0.46402722,6.4959697,0.0,0.0,0.0,-0.0,0.0,0.4640272176560443,5.84637274636743,6.4959697,5.8463727,0.0,0.0,0.0,0.0
2012-01-06 07:00:00,0.6478701,6.0559202,0.0,0.0,0.0,-0.0,0.0,0.6478700965917779,5.450328140968346,6.0559202,5.4503281,0.0,0.0,0.0,0.0
2012-01-06 08:00:00,0.68657649,5.5215743,0.0,0.0,0.0,-0.0,0.0,0.6865764891957423,4.969416834412316,5.5215743,4.9694168,0.0,0.0,0.0,0.0
2012-01-06 09:00:00,0.0,2.5079719,0.0,1.2177639,1.2177639,0.53867896,0.53867896,0.6790849293369104,4.582801862475114,2.5079719,2.2571747,0.53867896,1.7869482,2.3256272,1.2177639
2012-01-06 10:00:00,0.0,3.5045317,0.0,0.91394285,0.91394285,0.25448581,0.25448581,0.659457042506771,4.252764691309212,3.5045317,3.1540785,0.25448581,0.84420034,1.0986861,0.91394285
2012-01-06 11:00:00,0.0,0.39422995,0.0,1.5226565,1.5226565,0.85700641,0.85700641,0.6656500653234054,4.054742388609669,0.39422995,0.35480696,0.85700641,2.842929,3.6999354,1.5226565
2012-01-06 12:00:00,0.0,0.87372295,0.0,1.4911523,1.4911523,0.7439441,0.7439441,0.747208180319888,3.998164587838372,0.87372295,0.78635065,0.7439441,2.4678698,3.2118139,1.4911523
2012-01-06 13:00:00,0.12291422,4.4214504,0.0,0.60456619,0.60456619,-0.0,0.0,0.7274804060249641,3.979305320914606,4.4214504,3.9793053,0.0,0.0,0.0,0.60456619
2012-01-06 14:00:00,0.0,0.0,0.07464255,1.5811127,1.5811127,0.94792606,0.94792606,0.6331866392684673,4.092460922457201,0.0,0.0,0.94792606,3.1445349,4.0924609,1.6557553
2012-01-06 15:00:00,0.0013660596,4.7462488,0.0,0.56519564,0.56519564,-0.0,0.0,0.5665617002572562,4.271623958232977,4.7462488,4.271624,0.0,0.0,0.0,0.56519564
2012-01-06 16:00:00,0.53010278,5.0186605,0.0,0.0,0.0,-0.0,0.0,0.5301027756109412,4.5167944282419334,5.0186605,4.5167944,0.0,0.0,0.0,0.0
2012-01-06 17:00:00,0.58099544,5.343459,0.0,0.0,0.0,-0.0,0.0,0.5809954389186055,4.809113065560306,5.343459,4.8091131,0.0,0.0,0.0,0.0
