date,01_electricity_bus_shortage_output1,01_pellet_bus_shortage_output1,01_pv_bus_excess_input1,01_hp_electricity_bus_shortage_output1,01_pv_to_01_electricity_link_input1,01_pv_to_01_electricity_link_output1,01_thermal_storage_input1,01_thermal_storage_output1,01_thermal_storage_capacity,01_electricity_to_01_hp_electricity_bus_input1,01_electricity_to_01_hp_electricity_bus_output1,01_heat_without_storage_to_01_heat_input1,01_heat_without_storage_to_01_heat_output1,01_heat_storage_to_01_heat_input1,01_heat_storage_to_01_heat_output1,01_electricity_sink_input1,01_heat_sink_input1,01_electricheating_transformer_input1,01_electricheating_transformer_output1,01_pelletheating_transformer_input1,01_pelletheating_transformer_output1,01_GCHP_transformer_input1,01_GCHP_transformer_input2,01_GCHP_transformer_output1,01_photovoltaic_electricity_source_output1,01_solar_thermal_source_input1,01_solar_thermal_source_input2,01_solar_thermal_source_output1
2012-01-03 14:00:00,0.46088076,3.7726418,0.0,0.25994708,0.0,0.0,0.0,0.0,1.0971861,0.0,0.0,4.5176416,4.5176416,0.0,0.0,0.460880762515335,4.517641595882484,0.0,0.0,3.7726418,3.3953776,0.25994708,0.86231688,1.122264,0.0,0.0,0.0,0.0
2012-01-03 15:00:00,0.41880816,3.992394,0.0,0.25994708,0.0,0.0,0.0,0.0,1.0971861,0.0,0.0,4.7154185,4.7154185,0.0,0.0,0.4188081623481354,4.715418532107754,0.0,0.0,3.992394,3.5931546,0.25994708,0.86231688,1.122264,0.0,0.0,0.0,0.0
2012-01-03 16:00:00,0.42036641,4.2931074,0.0,0.25994708,0.0,0.0,0.0,0.0,1.0971861,0.0,0.0,4.9860607,4.9860607,0.0,0.0,0.4203664067987724,4.986060655363387,0.0,0.0,4.2931074,3.8637967,0.25994708,0.86231688,1.122264,0.0,0.0,0.0,0.0
2012-01-03 17:00:00,0.5141008,4.6516504,0.0,0.25994708,0.0,0.0,0.0,0.0,1.0971861,0.0,0.0,5.3087493,5.3087493,0.0,0.0,0.5141008037524765,5.308749340783564,0.0,0.0,4.6516504,4.1864854,0.25994708,0.86231688,1.122264,0.0,0.0,0.0,0.0
2012-01-03 18:00:00,0.66401191,4.8020072,0.0,0.25994708,0.0,0.0,0.0,0.0,1.0971861,0.0,0.0,5.4440704,5.4440704,0.0,0.0,0.6640119109009408,5.444070402411381,0.0,0.0,4.8020072,4.3218064,0.25994708,0.86231688,1.122264,0.0,0.0,0.0,0.0
2012-01-03 19:00:00,0.74747788,4.8482708,0.0,0.25994708,0.0,0.0,0.0,0.0,1.0971861,0.0,0.0,5.4857077,5.4857077,0.0,0.0,0.747477876474806,5.485707652143016,0.0,0.0,4.8482708,4.3634437,0.25994708,0.86231688,1.122264,0.0,0.0,0.0,0.0
2012-01-03 20:00:00,0.67220268,4.5706891,0.0,0.25994708,0.0,0.0,0.0,0.0,1.0971861,0.0,0.0,5.2358842,5.2358842,0.0,0.0,0.6722026830132636,5.235884153753201,0.0,0.0,4.5706891,4.1136202,0.25994708,0.86231688,1.122264,0.0,0.0,0.0,0.0
2012-01-03 21:00:00,0.56324544,3.8189054,0.0,0.25994708,0.0,0.0,0.0,0.0,1.0971861,0.0,0.0,4.5592788,4.5592788,0.0,0.0,0.5632454364264132,4.55927884561412,0.0,0.0,3.8189054,3.4370149,0.25994708,0.86231688,1.122264,0.0,0.0,0.0,0.0
2012-01-03 22:00:00,0.46615482,2.211245,0.0,0.25994708,0.0,0.0,0.0,0.0,1.0971861,0.0,0.0,3.1123844,3.1123844,0.0,0.0,0.4661548206559526,3.1123844174397757,0.0,0.0,2.211245,1.9901205,0.25994708,0.86231688,1.122264,0.0,0.0,0.0,0.0
2012-01-03 23:00:00,0.34517112,1.2744068,0.0,0.25994708,0.0,0.0,0.0,0.0,1.0971861,0.0,0.0,2.2692301,2.2692301,0.0,0.0,0.3451711233090575,2.269230110374151,0.0,0.0,1.2744068,1.1469662,0.25994708,0.86231688,1.122264,0.0,0.0,0.0,0.0
