date,01_electricity_bus_shortage_output1,01_heat_bus_excess_input1,01_pellet_bus_shortage_output1,01_oil_bus_shortage_output1,01_pv_bus_excess_input1,01_hp_electricity_bus_shortage_output1,01_pv_to_01_electricity_link_input1,01_pv_to_01_electricity_link_output1,01_electricity_to_01_hp_electricity_bus_input1,01_electricity_to_01_hp_electricity_bus_output1,01_electricity_sink_input1,01_heat_sink_input1,01_oilheating_transformer_input1,01_oilheating_transformer_output1,01_pelletheating_transformer_input1,01_pelletheating_transformer_output1,01_GCHP_transformer_input1,01_GCHP_transformer_input2,01_GCHP_transformer_output1,01_photovoltaic_electricity_source_output1,01_solar_thermal_source_input1,01_solar_thermal_source_input2,01_solar_thermal_source_output1
2012-01-03 19:00:00,1.0494177,0.0,10.067175,0.84470884,0.0,0.23612187,0.0,0.0,-0.0,0.0,1.0494177050251645,10.856993091785554,0.84470884,0.77713214,10.067175,9.0604571,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
2012-01-03 20:00:00,0.85883242,0.0,10.067175,0.59626507,0.0,0.23612187,0.0,0.0,-0.0,0.0,0.8588324222164825,10.628424816169016,0.59626507,0.54856386,10.067175,9.0604571,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
2012-01-03 21:00:00,0.66969551,0.0,9.6354344,0.0,0.0,0.23612187,0.0,0.0,-0.0,0.0,0.6696955076471746,9.691294886141211,0.0,0.0,9.6354344,8.671891,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
2012-01-03 22:00:00,0.61181072,0.0,7.4005446,0.0,0.0,0.23612187,0.0,0.0,-0.0,0.0,0.6118107218046005,7.679894060715675,0.0,0.0,7.4005446,6.6604902,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
2012-01-03 23:00:00,0.51896532,0.0,6.0545315,0.0,0.0,0.23612187,0.0,0.0,-0.0,0.0,0.5189653232874778,6.468482199948024,0.0,0.0,6.0545315,5.4490783,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
2012-01-04 00:00:00,0.2912219,0.0,0.70817749,0.0,0.0,0.23612187,0.0,0.0,-0.0,0.0,0.2912219035789898,1.6567636280807856,0.0,0.0,0.70817749,0.63735974,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
2012-01-04 01:00:00,0.21550721,0.0,0.82146048,0.0,0.0,0.23612187,0.0,0.0,-0.0,0.0,0.215507205272396,1.758718312885757,0.0,0.0,0.82146048,0.73931443,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
2012-01-04 02:00:00,0.19752746,0.0,0.90642271,0.0,0.0,0.23612187,0.0,0.0,-0.0,0.0,0.19752746161119958,1.8351843264894858,0.0,0.0,0.90642271,0.81578044,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
2012-01-04 03:00:00,0.19233331,0.0,1.2085107,0.0,0.0,0.23612187,0.0,0.0,-0.0,0.0,0.1923333134424095,2.1070634859694097,0.0,0.0,1.2085107,1.0876596,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
2012-01-04 04:00:00,0.19542982,0.0,1.9637306,0.0,0.0,0.23612187,0.0,0.0,-0.0,0.0,0.19542982485072669,2.7867613846692194,0.0,0.0,1.9637306,1.7673575,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
2012-01-04 05:00:00,0.23393644,0.0,3.4458496,0.0,0.0,0.23612187,0.0,0.0,-0.0,0.0,0.23393644252512233,4.120668510867596,0.0,0.0,3.4458496,3.1012646,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
2012-01-04 06:00:00,0.44994309,0.0,4.7202831,0.0,0.0,0.23612187,0.0,0.0,-0.0,0.0,0.4499430851214405,5.267658714923524,0.0,0.0,4.7202831,4.2482548,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
2012-01-04 07:00:00,0.64642173,0.0,4.3237927,0.0,0.0,0.23612187,0.0,0.0,-0.0,0.0,0.6464217283524036,4.910817318106123,0.0,0.0,4.3237927,3.8914134,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
2012-01-04 08:00:00,0.66674883,0.0,3.84234,0.0,0.0,0.23612187,0.0,0.0,-0.0,0.0,0.666748827436034,4.477509907684995,0.0,0.0,3.84234,3.458106,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
2012-01-04 09:00:00,0.34014139,0.0,3.4552898,0.0,0.0,0.23612187,0.27526528,0.27526528,-0.0,0.0,0.6154066705368397,4.129164734601343,0.0,0.0,3.4552898,3.1097609,0.23612187,0.78328202,1.0194039,0.27526528,0.0,0.0,0.0
2012-01-04 10:00:00,0.21870889,0.0,2.824322,0.0,0.0,0.23612187,0.37791741,0.37791741,-0.0,0.0,0.580396114129899,3.8317969039201767,0.0,0.0,2.824322,2.5418898,0.23612187,0.78328202,1.0194039,0.37791741,0.28474021,0.016230192,0.2705032
2012-01-04 11:00:00,0.19760392,0.0,2.5414831,0.0,0.0,0.23612187,0.41412857,0.41412857,-0.0,0.0,0.5909342416646558,3.653376205511476,0.0,0.0,2.5414831,2.2873348,0.23612187,0.78328202,1.0194039,0.41412857,0.36488158,0.02079825,0.3466375
2012-01-04 12:00:00,0.2728633,0.0,2.4980354,0.0,0.0,0.23612187,0.40003701,0.40003701,-0.0,0.0,0.6528145260986068,3.6023988631089905,0.0,0.0,2.4980354,2.2482319,0.23612187,0.78328202,1.0194039,0.40003701,0.35238224,0.020085788,0.33476313
2012-01-04 13:00:00,0.32231517,0.0,2.6008407,0.0,0.0,0.23612187,0.33797092,0.33797092,-0.0,0.0,0.6467713344791491,3.5854064156414958,0.0,0.0,2.6008407,2.3407566,0.23612187,0.78328202,1.0194039,0.33797092,0.23710097,0.013514755,0.22524592
2012-01-04 14:00:00,0.35139995,0.0,2.9643969,0.0,0.0,0.23612187,0.224701,0.224701,-0.0,0.0,0.5761009531441688,3.687361100446467,0.0,0.0,2.9643969,2.6679572,0.23612187,0.78328202,1.0194039,0.224701,0.0,0.0,0.0
2012-01-04 15:00:00,0.5235102,0.0,3.1437616,0.0,0.0,0.23612187,0.0,0.0,-0.0,0.0,0.5235102029351693,3.8487893513876714,0.0,0.0,3.1437616,2.8293855,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
2012-01-04 16:00:00,0.52545801,0.0,3.3892081,0.0,0.0,0.23612187,0.0,0.0,-0.0,0.0,0.5254580084984655,4.069691168465109,0.0,0.0,3.3892081,3.0502873,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
2012-01-04 17:00:00,0.642626,0.0,3.6818558,0.0,0.0,0.23612187,0.0,0.0,-0.0,0.0,0.6426260046905955,4.333074104211286,0.0,0.0,3.6818558,3.3136702,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
2012-01-04 18:00:00,0.83001489,0.0,3.804579,0.0,0.0,0.23612187,0.0,0.0,-0.0,0.0,0.830014888626176,4.443525012750005,0.0,0.0,3.804579,3.4241211,0.23612187,0.78328202,1.0194039,0.0,0.0,0.0,0.0
